content,userName,score,at,app_name
memlermudah saja,Pengguna Google,5,2025-03-19 12:45:46,gojek
sen makan hampir 3jam ga datang datang tiba tiba driver maksa buat ngantar makan alas gabisa dibatalin cs gabisa ngasi solusi pindah ke shopeefood aja,Pengguna Google,1,2025-03-19 12:34:52,gojek
aplikasi sangat bagus nunggu 1 jam gak dapet driver gak di batalin sistem sampah,Pengguna Google,1,2025-03-19 12:24:42,gojek
ada garansi tepat waktu gofood pakai paling mahal tetap telat percuma,Pengguna Google,1,2025-03-19 11:48:01,gojek
dapat minim banget,Pengguna Google,5,2025-03-19 11:45:35,gojek
tolong dong buat gofood adain lamsel tepat tanjung bintang jangan pusat kota aja krna desa masih butuh apk,Pengguna Google,3,2025-03-19 11:31:31,gojek
lelet parah mau beli makan aja susah,Pengguna Google,1,2025-03-19 11:31:09,gojek
driver gosend terlalu lama karna double order tollool,Pengguna Google,1,2025-03-19 11:30:39,gojek
mesen selalu lambat mana driver lama ngambil jarang cepet,Pengguna Google,1,2025-03-19 11:28:08,gojek
orang saba baik hatimya amanah oke punya,Pengguna Google,5,2025-03-19 11:15:18,gojek
1 menit mau batalin pesan tdk bisa buruk,Pengguna Google,1,2025-03-19 11:10:48,gojek
order gofood udh nunggu jam eh malah driver sibuk jam trs tbtb ongkir naik lebih2,Pengguna Google,2,2025-03-19 11:09:18,gojek
kalo cuaca buruk suka eror maps nya sm driver nya lama nunggu,Pengguna Google,3,2025-03-19 11:06:15,gojek
overall baik sih aplikasi nya cuma kalau pas hujan suka bikin jengkel udah lama banget nunggu nya akhir gak driver,Pengguna Google,4,2025-03-19 10:53:40,gojek
gajelas sekarang paket hemat kalo tolong baik dulu asa kalo pake paket hemat pake voucher sekarang pake paket hemat gabisa oake voucher gajelass,Pengguna Google,1,2025-03-19 10:53:24,gojek
akhir2 kalau cari driver utk go food lama bgt padahal cashless,Pengguna Google,2,2025-03-19 10:43:38,gojek
pesan 16 30 17 30 gak drivernya,Pengguna Google,1,2025-03-19 10:39:05,gojek
susah driver hujan,Pengguna Google,2,2025-03-19 10:38:54,gojek
app jelek waktu bulan puasa gojek makin banyak nolak terima dulu kek gapapa kali kalau mau buka puasa tunggu in,Pengguna Google,1,2025-03-19 10:36:35,gojek
gofood tuh ngebantu banget pas mager tinggal klik aza apa yg mau tunggu datang dah,Pengguna Google,5,2025-03-19 10:33:32,gojek
gk ads discon kok beda punya temenku discon punya gk ya n pakai bank yg gk punya bagus sekali aplikasi nya,Pengguna Google,5,2025-03-19 10:32:18,gojek
sangat bantu gojek,Pengguna Google,5,2025-03-19 10:27:16,gojek
gak beri solusi,Pengguna Google,1,2025-03-19 10:22:37,gojek
driver jauh jauh semua pdhl driver yg deket haduh buang waktu banget banyak ngumpul stasiun duri,Pengguna Google,1,2025-03-19 10:18:44,gojek
sen gojek drivernya pilih2 semua sering cancel driver,Pengguna Google,1,2025-03-19 10:18:00,gojek
go foodnya waktu batal jangan pas akhir udah nunggu 1 jam nyata dibatalin harusx sistem batalin awal biasa bgt orang suruh nunggu lama bgt ujung2nya udah jam batal perut smpek sakit nungguin,Pengguna Google,1,2025-03-19 10:13:03,gojek
aplikasi udah seworth it dlu gw coba sen goride 1 minggu harga 10 000 jarak 1 5km habis minggu lanjut eh malah jadi 16 000 ga masuk akal anjg padahal jarak sama emng babi ni apk lama kecewa berat,Pengguna Google,1,2025-03-19 10:10:27,gojek
kirim lama siap lama,Pengguna Google,1,2025-03-19 09:55:15,gojek
wah biaya ongkir ekonomi nya minimal belanja 30 ribu kami guna ongkir ekonomi hemat uang apa jika uang sisa tip jadi kan bisa beli pesan murah harap gojek pikir lebih sementara kasih bintang 3,Pengguna Google,3,2025-03-19 09:47:51,gojek
ngeten pol pokok e,Pengguna Google,5,2025-03-19 09:27:47,gojek
senang kalo cepat kecewa kalo lambat pake banget,Pengguna Google,4,2025-03-19 09:21:39,gojek
suka sama diskonnyaa,Pengguna Google,5,2025-03-19 09:20:54,gojek
sangat bantu hidup hari hari,Pengguna Google,5,2025-03-19 09:11:28,gojek
aplikasi gak jelas terlalu sering update gak penting,Pengguna Google,2,2025-03-19 08:54:40,gojek
maen slot argo 5000-7000 saing jalan kontener kontener bus mobil yg speed gak tau brp buset,Pengguna Google,2,2025-03-19 08:54:12,gojek
respon cepat driver ramah ramah,Pengguna Google,5,2025-03-19 08:42:36,gojek
tahan kualitas,Pengguna Google,5,2025-03-19 08:41:30,gojek
sat set sat set,Pengguna Google,5,2025-03-19 08:39:45,gojek
driver nya baik2 ramah,Pengguna Google,5,2025-03-19 08:36:15,gojek
baik rute jalan aplikasi selalu salah paham sama driver soal masah rute,Pengguna Google,1,2025-03-19 08:19:06,gojek
aplikasi gojeg gopay tidak laku transfer top up di sebab kendala data e ktp poto tolak pengaplobkan veripikas gopay sedang di buat pakai id e ktp sendiri masalah nilai gampang buat gopay gojeg,Pengguna Google,1,2025-03-19 08:18:46,gojek
keren dr awal sm seksrang gua make gojek terus s gk prnh yg,Pengguna Google,5,2025-03-19 08:08:22,gojek
bantu tiba2 ga ya ya jadi download deh,Pengguna Google,5,2025-03-19 08:07:12,gojek
layan baik,Pengguna Google,5,2025-03-19 08:01:36,gojek
aman nya baik,Pengguna Google,5,2025-03-19 08:01:14,gojek
bagus layan nya,Pengguna Google,5,2025-03-19 07:26:39,gojek
semua layan bagus muas,Pengguna Google,5,2025-03-19 07:12:46,gojek
kalo nomor hp yg daftar ilang tapi pas mau pulih tulis customer not found,Pengguna Google,1,2025-03-19 06:42:45,gojek
trima kasih dengan ada harga ongkir ekonomis 5000 butuh banyak yg penuh gojek bukan untuk langgan kelas tengah atas semua kelas bawah atas moga drivernya betah ongkir 5000,Pengguna Google,5,2025-03-19 06:33:09,gojek
kenapa pin kak saya udah masukin pin itu dengan benar tulis pin salah tolong bantu nya,Pengguna Google,5,2025-03-19 06:28:01,gojek
menu cs chat driver gk fungsi parahhh nihh paket salah alamat driver,Pengguna Google,2,2025-03-19 06:13:15,gojek
batalin pesan karna gak driver mau ambil aja susah banget jawab driver udah resto tp gak tuh yg ambil sampe telat entah jam mungkin bener jelek banget gojek sekarang komplain langsung tutup gitu aja gak solusi,Pengguna Google,1,2025-03-19 06:07:45,gojek
kecewa sama gojek driver susah hujan reda driver driver alas nolak cancelan alas gada helm lah kondisi tegas kan tingkat driver ny,Pengguna Google,1,2025-03-19 05:55:13,gojek
kenapa aplikasi gojek metode bayar cod kog sekali pakai habis tu gak cod masa iya uinstall download uinstall sih mohon baik,Pengguna Google,4,2025-03-19 05:50:48,gojek
gud gud gud,Pengguna Google,5,2025-03-19 05:50:10,gojek
sangat bantu era digitalisasi,Pengguna Google,5,2025-03-19 05:43:05,gojek
waktu tunggu lama driver sulitttt,Pengguna Google,1,2025-03-19 05:31:30,gojek
kapan aktif,Pengguna Google,5,2025-03-19 05:27:51,gojek
jujur kecewa sama gojek hari ini susah bgt driver mau batalin ga bisa daritadi nungguin jam 11 39 sampe sekarang status masak blm dpt driver estimasi 19-29 menit ga ubah,Pengguna Google,1,2025-03-19 05:23:56,gojek
tertolongpas gak motor buat kerja walopun desa map sering nge bug lari titik pas driver ttp,Pengguna Google,5,2025-03-19 05:15:39,gojek
ekonomis jadi minimal beli 30k kocak bener lah,Pengguna Google,1,2025-03-19 05:06:44,gojek
aplikasi praktis mudah guna saja beberapa bug saat hendak pasang photo profil foto nya malah miring tidak di atur mohon di selesai bug nya,Pengguna Google,5,2025-03-19 05:02:45,gojek
iya oke terimah kasih,Pengguna Google,5,2025-03-19 04:59:41,gojek
henti gw make ni aplikasi lelet banget ga pernah dapet dapet driver ngorder makan telat mulu akhir ga dapet driver nunggu lama lama buang buang waktu aja niat make ni aplikasi biar cepet biar ga keluar eh malah lama mana ga di cancel,Pengguna Google,1,2025-03-19 04:55:34,gojek
cuma gara gara gua nonaktifin gopaylater ehh akun gua ga dapet voucher sama sekali,Pengguna Google,1,2025-03-19 04:45:18,gojek
alhamdulillah selalu semangat bg,Pengguna Google,5,2025-03-19 04:37:55,gojek
sering guna gojek terkadang ada yg jemput drivernya ramah ramah,Pengguna Google,5,2025-03-19 04:36:06,gojek
banyakin fromo y dong hehe,Pengguna Google,5,2025-03-19 04:25:39,gojek
padahal resto sama driver nya cepat dari aplikasi lama lamain,Pengguna Google,1,2025-03-19 04:24:22,gojek
sangat bantu saat bisa antar jemput anak sekolah,Pengguna Google,5,2025-03-19 04:24:16,gojek
dpt driver jauh,Pengguna Google,1,2025-03-19 03:09:48,gojek
adain gomart jatiwangi dong,Pengguna Google,3,2025-03-19 03:04:33,gojek
senang mudah guna apk ini,Pengguna Google,5,2025-03-19 02:50:20,gojek
dapat lebih hemat,Pengguna Google,5,2025-03-19 02:32:32,gojek
saya isi saldo go pay ko ga masuk kecewa,Pengguna Google,4,2025-03-19 02:28:01,gojek
sangat bantu depan kasi jasa angkut barang kayak pick up truck moga gojek tambah maju,Pengguna Google,5,2025-03-19 02:24:33,gojek
gojek biasa klo hujan driver gamau ambil trs udah nunggu lama driver kata mau dateng tp nyata ga dateng harus klo emg gamau ngomong awal jadi nunggu lama jd telat tempat kerja,Pengguna Google,1,2025-03-19 02:20:53,gojek
sangat bantu terima kasihh,Pengguna Google,5,2025-03-19 02:07:16,gojek
langgan pakai gojek masa awal booming makin baik aplikasi nggak kecewa,Pengguna Google,5,2025-03-19 01:12:51,gojek
pulih akun sulit,Pengguna Google,1,2025-03-19 01:04:38,gojek
saldo blokir lebih satu bulan pernah selesai,Pengguna Google,1,2025-03-19 00:53:34,gojek
mau cepat naik gojek,Pengguna Google,5,2025-03-19 00:39:06,gojek
jgn mahal mahal dong ongkir makan,Pengguna Google,5,2025-03-19 00:27:13,gojek
gocar sekarang jelek banget anjir mana ngelunjak mau sesuai supirnya gila aja nunggu 25 menit dibatalin bawa tumpang aja pake banyak nyasar toll sampe 2 kali buang buang waktu aja udah gitu map nya jelek anjir ga akurat mobil sama map nya kecewa,Pengguna Google,1,2025-03-18 23:38:27,gojek
susah mau pindah nomor cs sama sekali bantu,Pengguna Google,1,2025-03-18 23:35:02,gojek
bantu jalan lebih dekat efisiensi waktu terima kasih,Pengguna Google,5,2025-03-18 22:44:23,gojek
kata driver car potong nya parah argo nya kecil kasi yg jarak dekat gak ambil apalgi yg pulang pergi rumah sakit alhasil selalu susah cari cer,Pengguna Google,1,2025-03-18 22:26:29,gojek
apk eror makan jadi sampai tidak batal,Pengguna Google,1,2025-03-18 22:26:13,gojek
smoga tambah keren,Pengguna Google,5,2025-03-18 22:18:35,gojek
pesan pertama okeh,Pengguna Google,5,2025-03-18 22:11:02,gojek
makasih mudah hidup,Pengguna Google,5,2025-03-18 22:04:49,gojek
suka ga jelas saldo potong lapor sulit ga tangap,Pengguna Google,1,2025-03-18 22:01:57,gojek
bikin susah orang malem malem mau saur tiba tiba di beku gopay gua kurang kerja lu ya,Pengguna Google,1,2025-03-18 20:24:34,gojek
era digital aplikasi sangat bantu tingkat terus mutu layan,Pengguna Google,5,2025-03-18 20:11:52,gojek
sangat puas layan nya,Pengguna Google,5,2025-03-18 19:51:20,gojek
sangat bantu meski harga mahal,Pengguna Google,5,2025-03-18 19:20:22,gojek
bugnya bahaya pencet pesan di menu gofood mlh milih pesan sendiri cekout otomatis adooh aneh banget aplikasi ini fitur animasi gerak lebih mantap aplikasi food lain monoton tambah animasi gerak,Pengguna Google,1,2025-03-18 19:15:16,gojek
uang gak kembali makan gak ada sudah coba chat bantu cs tidak bantu,Pengguna Google,2,2025-03-18 17:08:38,gojek
kalau komentar customer rasa untung sih murah layan nya selalu top kalau komentar jual makan lebih kecewa banyak driver gampang marah tuh driver gojek,Pengguna Google,5,2025-03-18 17:07:52,gojek
gojek aplikasi online baik aplikasi driver lebih baik aplikasi moga gojek tambah maju dan duli driver layan makin baik,Pengguna Google,5,2025-03-18 16:42:32,gojek
chat bot solutif padahal banyak masalah app nya go blue bird,Pengguna Google,1,2025-03-18 16:32:06,gojek
unruk go food kalau tambah driver mobil kalau cuaca kurang bagus tetap antar order,Pengguna Google,5,2025-03-18 16:09:23,gojek
mau bayar gopaypinjam selalu tulis ada kendala teknis masa kena denda dulu,Pengguna Google,1,2025-03-18 15:15:23,gojek
aplikasi gocek sangat bantu,Pengguna Google,5,2025-03-18 14:57:38,gojek
itnya perlu sekolah lagi msih enak yg dulu dpt driver jauh banget rugi waktu tunggu gw jek,Pengguna Google,1,2025-03-18 14:55:55,gojek
drivernya suka batalin sen enak suka udah ambil order ga jalan2 minta pihak customer yang batalin 3 kali turut batalin buang waktu tengah jam lebih buat tidak pasti driver,Pengguna Google,1,2025-03-18 14:53:07,gojek
masih jalm mlak cs driver gojek ngeri kali yh,Pengguna Google,1,2025-03-18 14:52:54,gojek
kalo hujan susah nyarinya bokingan suka ramai wkwk tapi so far udah keren banget thank u udah buat apk,Pengguna Google,3,2025-03-18 14:48:29,gojek
jangan kelen pakai gopay nya gopay pinjam tipu uang gak masuk rekening bilang uda masuk terus ditagihhh mikir deh,Pengguna Google,1,2025-03-18 14:42:17,gojek
cepat keren top the best,Pengguna Google,5,2025-03-18 14:19:25,gojek
gjls sen gk dapet driver pdhl buru mlh gk dapet mending grab gk ky gojek pdhl udh aktifin cari cepat kecewa sama driver nya alas semua driver sibuk,Pengguna Google,1,2025-03-18 14:15:57,gojek
sering2 promo,Pengguna Google,5,2025-03-18 13:56:34,gojek
gacor kata gwe kendara sll bgs,Pengguna Google,5,2025-03-18 13:36:27,gojek
makin sini makin lama dapet drivernya tambah jauh lokasi semua sistem gmna sih apa yg dekat lokasi sistem cari,Pengguna Google,4,2025-03-18 13:26:39,gojek
nggk bagus layan nya,Pengguna Google,1,2025-03-18 13:25:30,gojek
layan bagus ramah,Pengguna Google,5,2025-03-18 13:18:11,gojek
aplikasi rekomendasi sangat bantu orang sangat ramah terima kasih gojek,Pengguna Google,5,2025-03-18 13:09:42,gojek
selalu nyaman dg gojek,Pengguna Google,5,2025-03-18 12:38:24,gojek
ok bngt sangat bantu,Pengguna Google,5,2025-03-18 12:36:54,gojek
hemat aman enjoy,Pengguna Google,5,2025-03-18 12:27:12,gojek
sangat bantu sekali,Pengguna Google,5,2025-03-18 12:26:23,gojek
update susah bgt sekali uninstal trus instal lgi sapa tau beres masalah ehh sama aja,Pengguna Google,5,2025-03-18 12:18:57,gojek
drivernya songong order gocar cancel trs,Pengguna Google,1,2025-03-18 12:10:58,gojek
pokok gojek number 1 selalu buat kalian sukses terus gojek indonesia,Pengguna Google,5,2025-03-18 12:05:24,gojek
bantu pas butuh angkut,Pengguna Google,5,2025-03-18 12:03:50,gojek
aplikasi yg sangat bantu butuh perlu sehari2,Pengguna Google,5,2025-03-18 12:01:57,gojek
gojek ditoraja utara paling jelek layan wlaupun sudah order tidak yg mau terima order karna jauh,Pengguna Google,1,2025-03-18 12:00:16,gojek
sering transaksi pakai gopay gk aktifin gopay pinjam paylaternya,Pengguna Google,1,2025-03-18 11:51:02,gojek
aplikasi gajelas sering ngebug,Pengguna Google,1,2025-03-18 11:49:00,gojek
aplikasi matrealistis gocar tarif 22rb tolakin semua sama driver gojek tindak tegas yg suka nolak2 karena jarak dekat tarif nya murah,Pengguna Google,1,2025-03-18 11:28:40,gojek
super app,Pengguna Google,5,2025-03-18 11:05:55,gojek
cepat mudah,Pengguna Google,5,2025-03-18 11:03:36,gojek
beli gofood lelet bener dpt driver padahal udah expres udh berkali2,Pengguna Google,2,2025-03-18 11:01:32,gojek
bantu dalam pemesann yg cepat ga ribet keluar,Pengguna Google,4,2025-03-18 10:58:53,gojek
udah 2x order makan selalu telat karna susah nyari driver nunggu sampe 1jam an ujung2nya batal ngerti gitu kan nyari yg lain,Pengguna Google,1,2025-03-18 10:46:58,gojek
aplikasi sering hang komunikasi driver,Pengguna Google,1,2025-03-18 10:42:11,gojek
lama blom yg kecewa,Pengguna Google,5,2025-03-18 10:40:11,gojek
ada apa nih sejak kemarin detik gak guna mesan gosend driver sulit dapat gak jelas waktu nunggu lama mohon baik sistem,Pengguna Google,4,2025-03-18 10:39:06,gojek
gopay the bes,Pengguna Google,5,2025-03-18 10:35:08,gojek
cepat aman,Pengguna Google,5,2025-03-18 10:29:30,gojek
bedt of the besy app,Pengguna Google,5,2025-03-18 10:27:22,gojek
hadeeh sen gofood buat buka sen jam 4 sore info waktu antar awal jam 5 20 undur jadi 5 38 trus undur jadi 5 50 gk konsisten banget tod,Pengguna Google,2,2025-03-18 10:23:25,gojek
tolong berat lagi buat oknum yang egois suka ngecancel order makan minum yang sudah ready siap antar malah dicancel dengan cara ngejauh dari toko tolong yang kerja bukan cuma anda,Pengguna Google,1,2025-03-18 10:20:29,gojek
aplikasi cacat gagal transaksi saldo potong 103 ribu,Pengguna Google,1,2025-03-18 10:12:45,gojek
hampir jam gak yg mau nerima ambil paket kota tua cengkareng tlong baik lgi,Pengguna Google,3,2025-03-18 09:42:46,gojek
mesan cepat gak nunggu lama,Pengguna Google,5,2025-03-18 09:20:34,gojek
mantap poll bagus layan cepat,Pengguna Google,5,2025-03-18 09:18:17,gojek
ekonomis cepat murah,Pengguna Google,5,2025-03-18 08:52:44,gojek
aplikasi oke sangat bantu ongkos terlalu mahal padahal aplikasi milik anak bangsa masa iya kalah sama aplikasi belah,Pengguna Google,4,2025-03-18 08:36:58,gojek
bagus sekali terimakasih,Pengguna Google,5,2025-03-18 08:29:28,gojek
iklan mulu dah,Pengguna Google,1,2025-03-18 08:22:56,gojek
draiver nya sabar,Pengguna Google,5,2025-03-18 07:54:38,gojek
sangat mudah buat antar jemput moga promo harga lebih ringan mudah langgan terimakasih,Pengguna Google,5,2025-03-18 07:50:38,gojek
saya orang drever gojeg sekarang order susah sekali masuk sejak program slots goceng jadi leguler bagi muntaha,Pengguna Google,1,2025-03-18 07:45:55,gojek
banyakin diskon dong jangan mahal mahal,Pengguna Google,5,2025-03-18 07:42:26,gojek
lebih mudah lebih gampang buat transportasi pesan makan buru donwload golek biar lebih mudah mau aja,Pengguna Google,5,2025-03-18 07:22:20,gojek
terimakasih sangat bantu,Pengguna Google,5,2025-03-18 07:17:20,gojek
amanah di percaya tepat waktu,Pengguna Google,5,2025-03-18 06:55:34,gojek
makin jelek jd males pakai mending pindah apk belah ongkir mahal layan lama g kaya dulu,Pengguna Google,1,2025-03-18 06:39:33,gojek
app yg keren sat set gak pake lama,Pengguna Google,5,2025-03-18 06:39:25,gojek
jalan dekat malah dimuterin jalan jauh jadi uang g cukup deh,Pengguna Google,1,2025-03-18 06:16:15,gojek
sesuai bintang saya,Pengguna Google,5,2025-03-18 05:57:35,gojek
sopan baik,Pengguna Google,5,2025-03-18 05:50:02,gojek
mantab sangat bantu,Pengguna Google,5,2025-03-18 05:40:57,gojek
bagus banget apk nya,Pengguna Google,5,2025-03-18 05:38:37,gojek
mudah senang,Pengguna Google,5,2025-03-18 05:31:39,gojek
rasa mantul enak,Pengguna Google,5,2025-03-18 05:28:28,gojek
alhamdulillah baik gojek sukses selalu,Pengguna Google,5,2025-03-18 05:18:57,gojek
fasilitas batal mesan makan bila terlalu lama walaupun ada fasilitas butuh bantu resiko proses batal sulit laku kuat ada konsumen,Pengguna Google,3,2025-03-18 05:01:26,gojek
cs nya mantap gercep keluh apa beres semua,Pengguna Google,5,2025-03-18 04:40:03,gojek
pake gojek sekarang lebih murah abang ramah baik,Pengguna Google,5,2025-03-18 04:21:53,gojek
